SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,credit_annuity_ratio,credit_goods_price_ratio,credit_downpayment
194121,0,Cash loans,F,N,Y,1,123876.0,405000.0,20970.0,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,38.0,-152.0,-182.0,-3841,,1,1,1,1,0,0,Core staff,3.0,2,2,TUESDAY,7,0,0,0,0,1,1,Trade: type 3,,0.5197762563313256,0.7597121819739279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010861021793497678,0.3058666666666667,41292.0,0.16928218541121767,0.05177777777777778,19.313304721030043,1.0,1.0
197660,0,Cash loans,F,Y,Y,0,76500.0,508495.5,20164.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,53.0,-5452.0,-5032.0,-2876,10.0,1,1,0,1,1,0,Core staff,2.0,2,2,TUESDAY,11,0,0,0,0,1,1,Housing,0.6492240600272803,0.4577508289447543,0.5971924268337128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.281873642849757,0.1504438092372499,38250.0,0.2635882352941176,0.039655218187771575,25.217362195938406,1.1188019801980198,0.893813219586014
197886,0,Cash loans,F,N,Y,0,90000.0,284256.0,27819.0,270000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.030755,58.0,,-12109.0,-4298,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,16,0,0,0,0,0,0,XNA,,0.5600272303883109,0.4258928980051529,0.1472,0.0903,0.9871,0.8028,0.0798,0.12,0.0862,0.4792,0.0417,0.0313,0.1199,0.1364,0.0013,0.0014,0.1513,0.0538,0.9836,0.7844,0.0752,0.0806,0.0345,0.3333,0.0417,0.0254,0.1295,0.1248,0.0,0.0,0.1489,0.1094,0.9866,0.7786,0.0756,0.12,0.0862,0.4792,0.0417,0.033,0.1223,0.1393,0.0,0.0,reg oper account,block of flats,0.1601,Panel,No,1.0,0.0,1.0,0.0,-214.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.31661600810536983,90000.0,0.3091,0.09786600810536981,10.218052410223228,1.0528,0.9498480243161094
204353,0,Cash loans,M,Y,Y,0,171000.0,900000.0,45954.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,56.0,-149.0,-1178.0,-3836,7.0,1,1,1,1,1,0,Laborers,2.0,2,2,WEDNESDAY,8,0,0,0,0,1,1,Industry: type 9,,0.4208456449458384,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2611.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0073014161807223015,0.19,85500.0,0.26873684210526316,0.05106,19.584802193497847,1.0,1.0
205759,1,Cash loans,F,N,N,0,180000.0,450000.0,27193.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,50.0,-979.0,-9488.0,-1787,,1,1,0,1,1,0,Laborers,2.0,2,2,MONDAY,15,0,0,0,0,1,1,Industry: type 3,,0.6619162222429159,0.2103502286944494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1058.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05358217940999398,0.4,90000.0,0.151075,0.06043,16.54807214959457,1.0,1.0
209146,0,Cash loans,F,Y,Y,1,315000.0,935640.0,91278.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,41.0,-4510.0,-949.0,-4171,3.0,1,1,1,1,1,0,Managers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Trade: type 7,0.8430783028984585,0.5569807327485597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1579.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.2991708126036484,0.3366679492112351,157500.0,0.28977142857142857,0.09755675259715275,10.25044369946756,1.0396,0.9619084263178146
210534,1,Cash loans,F,Y,Y,1,135000.0,418500.0,22833.0,418500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,36.0,-6467.0,-6806.0,-2458,14.0,1,1,0,1,0,0,,3.0,2,2,THURSDAY,10,0,0,0,0,0,0,Industry: type 1,,0.6943055686963661,0.1841161559307151,0.2254,0.1589,0.9861,0.8096,0.0382,0.2132,0.1838,0.3471,0.3888,0.1902,0.1838,0.2144,0.0,0.0,0.084,0.0582,0.9861,0.8171,0.0143,0.0806,0.069,0.3333,0.375,0.146,0.0735,0.0885,0.0,0.0,0.2248,0.1665,0.9861,0.8121,0.0347,0.24,0.2069,0.3333,0.375,0.1692,0.1847,0.2309,0.0,0.0,reg oper account,block of flats,0.1972,Panel,No,6.0,2.0,6.0,0.0,-2119.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.48888720895071064,0.3225806451612903,45000.0,0.16913333333333333,0.05455913978494624,18.328734726054396,1.0,1.0
210855,0,Cash loans,F,N,Y,2,157500.0,170640.0,13612.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,39.0,-1337.0,-8185.0,-4864,,1,1,0,1,0,0,Low-skill Laborers,4.0,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 1,0.4719623933885635,0.5918305028241804,0.5262949398096192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15.0,0.0,14.0,0.0,-1818.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.09491693880448672,0.9229957805907173,39375.0,0.08642857142857142,0.07977320675105486,12.535537190082644,1.264,0.7911392405063291
214585,1,Cash loans,F,N,Y,1,121500.0,438493.5,21222.0,333000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,49.0,-6502.0,-5054.0,-1331,,1,1,0,1,1,1,Laborers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.4043906753213513,0.1870295100860709,0.1873887653772306,0.1113,0.0609,0.9876,0.83,0.0202,0.04,0.0345,0.3333,0.0417,0.0106,0.0975,0.0389,0.0309,0.0875,0.1134,0.0632,0.9876,0.8367,0.0203,0.0403,0.0345,0.3333,0.0417,0.0108,0.1065,0.0405,0.0311,0.0927,0.1124,0.0609,0.9876,0.8323,0.0203,0.04,0.0345,0.3333,0.0417,0.0107,0.0992,0.0396,0.0311,0.0894,reg oper account,block of flats,0.0577,Panel,No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.36540406878723164,0.2770850651149903,60750.0,0.17466666666666666,0.04839752470675164,20.662213740458014,1.3167972972972972,0.7594183266114549
216211,0,Cash loans,F,N,N,0,112500.0,239850.0,22554.0,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.025164,33.0,-1239.0,-2465.0,-4088,,1,1,1,1,1,0,,1.0,2,2,TUESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.2474604856955173,0.4244314348326637,0.6347055309763198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-620.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,0.10287279973430753,0.46904315196998125,112500.0,0.20048,0.09403377110694183,10.634477254588987,1.066,0.9380863039399625
218922,0,Cash loans,F,Y,N,0,247500.0,2013840.0,53253.0,1800000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.007114,45.0,-6249.0,-5074.0,-76,15.0,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Government,,0.3827151319898409,0.326475210066026,0.0412,,0.9781,,,,0.069,0.2083,,,,0.0356,,0.0256,0.042,,0.9782,,,,0.069,0.2083,,,,0.037,,0.0271,0.0416,,0.9781,,,,0.069,0.2083,,,,0.0362,,0.0261,,block of flats,0.0321,"Stone, brick",No,5.0,3.0,5.0,1.0,-1963.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.3780856727976767,0.12289953521630319,123750.0,0.21516363636363636,0.026443510904540578,37.8164610444482,1.1188,0.8938148015731141
219323,0,Cash loans,M,Y,Y,0,270000.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,41.0,-1378.0,-4001.0,-4890,20.0,1,1,0,1,1,0,Laborers,2.0,3,3,MONDAY,9,0,0,0,0,0,0,Other,0.4207023982583766,0.4955574143304851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1168.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0920999866328031,0.4,135000.0,0.08113333333333334,0.032453333333333334,30.813475760065735,1.0,1.0
224544,1,Cash loans,M,N,N,0,108000.0,314100.0,17167.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.020713,28.0,-1371.0,-4498.0,-2749,,1,1,1,1,1,0,Core staff,2.0,3,3,MONDAY,5,0,0,0,1,1,0,Postal,,0.7485664464819904,0.5262949398096192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1342.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.13601190476190475,0.3438395415472779,54000.0,0.15895833333333334,0.05465616045845272,18.296199213630405,1.396,0.7163323782234957
232087,0,Cash loans,M,N,Y,0,112500.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.031329,26.0,-1854.0,-9312.0,-1851,,1,1,0,1,0,0,Laborers,1.0,2,2,MONDAY,8,0,0,0,1,0,1,Business Entity Type 3,0.4236090987829462,0.4747335640751934,,0.1031,0.0797,0.9846,0.7892,0.0112,0.0,0.2069,0.1667,0.2083,0.0826,0.0841,0.0605,0.0,0.0,0.105,0.0827,0.9846,0.7975,0.0113,0.0,0.2069,0.1667,0.2083,0.0845,0.0918,0.063,0.0,0.0,0.1041,0.0797,0.9846,0.792,0.0113,0.0,0.2069,0.1667,0.2083,0.0841,0.0855,0.0615,0.0,0.0,reg oper account,block of flats,0.071,Block,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.19890569681364662,0.148969133595519,112500.0,0.32408,0.0482779168156358,20.713404097753642,1.1188,0.8938148015731141
232418,1,Cash loans,F,N,Y,1,112500.0,1006920.0,40063.5,900000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.025164,38.0,-1537.0,-5538.0,-5426,,1,1,0,1,0,0,Medicine staff,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,Medicine,0.2734676861892726,0.0527936709014318,0.8633633824101478,0.066,0.0097,0.9846,0.7892,0.0133,0.04,0.0345,0.3333,0.0417,0.0579,,0.0579,,0.0335,0.0672,0.0101,0.9846,0.7975,0.0134,0.0403,0.0345,0.3333,0.0417,0.0593,,0.0603,,0.0355,0.0666,0.0097,0.9846,0.792,0.0134,0.04,0.0345,0.3333,0.0417,0.0589,,0.0589,,0.0342,,block of flats,0.0534,"Stone, brick",No,2.0,1.0,2.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11033740129217516,0.11172685019663926,37500.0,0.35612,0.039788165892027175,25.133101201842077,1.1188,0.8938148015731141
238204,0,Cash loans,F,N,N,0,126000.0,229500.0,8370.0,229500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018209,65.0,-3104.0,-9410.0,-3812,,1,1,0,1,0,0,,1.0,3,3,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.5251338682092103,0.5814837058057234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-767.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.13151427845097874,0.5490196078431373,126000.0,0.06642857142857143,0.036470588235294116,27.419354838709676,1.0,1.0
242707,0,Revolving loans,F,N,Y,0,83250.0,225000.0,11250.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,58.0,,-9731.0,-2397,,1,0,0,1,1,0,,2.0,3,3,FRIDAY,14,0,0,0,0,0,0,XNA,,0.5351941297389724,0.6006575372857061,0.3711,0.2772,0.9841,0.7824,0.2531,0.4,0.3448,0.3333,0.375,0.2459,0.2967,0.3807,0.027,0.0343,0.3782,0.2876,0.9841,0.7909,0.2554,0.4028,0.3448,0.3333,0.375,0.2515,0.3242,0.3967,0.0272,0.0363,0.3747,0.2772,0.9841,0.7853,0.2547,0.4,0.3448,0.3333,0.375,0.2502,0.3018,0.3876,0.0272,0.035,reg oper account,block of flats,0.4453,Panel,No,5.0,2.0,5.0,2.0,-327.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.37,41625.0,0.13513513513513514,0.05,20.0,1.0,1.0
245340,1,Cash loans,F,N,N,0,180000.0,407965.5,32359.5,369000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.002134,31.0,-255.0,-2906.0,-62,,1,1,0,1,0,0,Cooking staff,1.0,3,3,WEDNESDAY,6,0,0,0,0,1,1,Business Entity Type 3,0.4508902242359201,0.0899774173363028,0.2910973802776635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-568.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.02232533706881457,0.4412137791063215,180000.0,0.179775,0.07931920713883894,12.60728688638576,1.1055975609756097,0.9044882471679591
250309,1,Cash loans,F,N,N,0,157500.0,254700.0,25321.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.010032,68.0,,-7644.0,-4053,,1,0,0,1,1,0,,2.0,2,2,MONDAY,6,0,0,0,0,0,0,XNA,,0.2784656779007269,0.7801436381572275,0.1108,0.1073,0.9796,0.7212,0.0373,0.0532,0.1838,0.2221,0.2638,0.064,0.0897,0.1071,0.0032,0.024,0.0945,0.0593,0.9801,0.7387,0.0176,0.0,0.2069,0.1667,0.2083,0.0452,0.0826,0.0801,0.0,0.0,0.0932,0.1022,0.9801,0.7316,0.0396,0.0,0.2069,0.1667,0.2083,0.0609,0.0761,0.0886,0.0,0.0,reg oper account,block of flats,0.1771,Panel,No,1.0,1.0,1.0,1.0,-642.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,,0.6183745583038869,78750.0,0.16077142857142857,0.09941696113074205,10.058645814821396,1.132,0.8833922261484098
256267,1,Cash loans,M,N,N,0,112500.0,177489.0,16722.0,166500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.030755,22.0,-460.0,-3057.0,-872,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,11,0,0,0,1,1,0,Trade: type 3,,0.4705040010653432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05619350109943806,0.6338420972567314,112500.0,0.14864,0.09421428933624056,10.614101184068891,1.066,0.9380863039399625
267335,0,Cash loans,F,N,Y,1,112500.0,134775.0,10935.0,112500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010556,43.0,-98.0,-7308.0,-1549,,1,1,0,1,0,0,Laborers,3.0,3,3,FRIDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.5715200458656076,0.3901344323775544,,0.0351,0.0815,0.9891,0.8504,0.0105,0.0,0.1207,0.125,0.1667,0.0519,0.0286,0.0454,0.0,0.0,0.0294,0.0797,0.9881,0.8432,0.0106,0.0,0.1034,0.0833,0.125,0.0453,0.0257,0.0276,0.0,0.0,0.0354,0.0815,0.9891,0.8524,0.0105,0.0,0.1207,0.125,0.1667,0.0528,0.0291,0.0462,0.0,0.0,reg oper account,block of flats,0.0208,"Stone, brick",No,0.0,0.0,0.0,0.0,-2278.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.006204495093383982,0.8347245409015025,37500.0,0.0972,0.08113522537562605,12.325102880658436,1.198,0.8347245409015025
272429,1,Cash loans,M,Y,N,0,112500.0,808650.0,26217.0,675000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,54.0,-5369.0,-7731.0,-3402,8.0,1,1,0,1,0,0,Security staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Government,0.3699569867053715,0.660623107704585,0.4830501881366946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2431.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.27030156572521774,0.13912075681691707,56250.0,0.23304,0.032420701168614355,30.844490216271886,1.198,0.8347245409015025
272785,1,Cash loans,M,Y,Y,0,337500.0,900000.0,45954.0,900000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.00963,31.0,-1086.0,-1312.0,-3991,7.0,1,1,0,1,1,0,,1.0,2,2,FRIDAY,14,0,1,1,1,0,0,Business Entity Type 3,0.4890899645104155,0.3195299236282702,0.3328505641648731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0955649419218585,0.375,337500.0,0.13616,0.05106,19.584802193497847,1.0,1.0
274924,0,Cash loans,F,N,Y,3,157500.0,255960.0,17235.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,38.0,-826.0,-7331.0,-3787,,1,1,0,1,0,0,,5.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 1,,0.6181817608996014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.058932648401826486,0.6153305203938115,31500.0,0.10942857142857143,0.06733473980309423,14.851174934725849,1.264,0.7911392405063291
276404,1,Cash loans,M,Y,Y,2,225000.0,697500.0,29551.5,697500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,29.0,-2307.0,-4632.0,-3104,24.0,1,1,0,1,0,0,,4.0,2,2,FRIDAY,11,0,0,0,1,1,0,Business Entity Type 3,,0.5802076532308688,0.4101025731788671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22110408280621047,0.3225806451612903,56250.0,0.13134,0.04236774193548387,23.602862798842697,1.0,1.0
277888,1,Cash loans,F,N,Y,0,225000.0,296280.0,14251.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,25.0,-1263.0,-3333.0,-1743,,1,1,1,1,0,1,Sales staff,2.0,1,1,FRIDAY,13,0,1,1,1,1,1,Trade: type 3,0.210165755952908,0.2310634905396395,,0.0825,0.0591,0.9727,0.626,0.0087,0.0,0.1379,0.1667,0.2083,0.0389,0.0672,0.0642,0.0,0.0,0.084,0.0614,0.9727,0.6406,0.0087,0.0,0.1379,0.1667,0.2083,0.0398,0.0735,0.0668,0.0,0.0,0.0833,0.0591,0.9727,0.631,0.0087,0.0,0.1379,0.1667,0.2083,0.0396,0.0684,0.0653,0.0,0.0,reg oper account,block of flats,0.0552,"Stone, brick",No,0.0,0.0,0.0,0.0,-151.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.13940397350993378,0.7594167679222357,112500.0,0.06334,0.04810145808019441,20.789390590464162,1.3168,0.7594167679222357
287401,0,Cash loans,F,N,N,0,157500.0,1078200.0,31522.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0096569999999999,42.0,-7092.0,-6622.0,-4070,,1,1,1,1,1,0,Medicine staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,Medicine,,0.4913869081836088,0.6195277080511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1090.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.45977309562398705,0.14607679465776294,78750.0,0.20014285714285715,0.029236227045075124,34.204139900071375,1.198,0.8347245409015025
287479,0,Cash loans,F,N,N,0,112500.0,481495.5,34240.5,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.04622,44.0,-9097.0,-7889.0,-4679,,1,1,0,1,0,0,Laborers,2.0,1,1,WEDNESDAY,17,0,0,0,0,0,0,Industry: type 7,0.8765478450671871,0.6767103061286099,0.6212263380626669,0.0722,0.0725,0.9856,,,0.24,0.0345,0.625,,,,0.1499,,,0.0735,0.0753,0.9856,,,0.2417,0.0345,0.625,,,,0.1562,,,0.0729,0.0725,0.9856,,,0.24,0.0345,0.625,,,,0.1526,,,,,0.1179,,No,3.0,0.0,3.0,0.0,-1680.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5690248326765497,0.23364704343031242,56250.0,0.30436,0.07111281413844989,14.062163227756605,1.0593960396039603,0.9439340554584622
